-10.004000E-03,-40.201005E-03,-40.201005E-03
-9.988000E-03,-40.201005E-03,-8.793970E-03
-9.924000E-03,-40.201005E-03,-40.201005E-03
-9.860000E-03,-40.201005E-03,-31.407035E-03
-9.796000E-03,-40.201005E-03,-40.201005E-03
-9.732000E-03,-8.793970E-03,-40.201005E-03
-9.668000E-03,-40.201005E-03,-40.201005E-03
-9.604000E-03,-40.201005E-03,-40.201005E-03
-9.540000E-03,-40.201005E-03,-40.201005E-03
-9.476000E-03,-40.201005E-03,-40.201005E-03
-9.412000E-03,-40.201005E-03,-40.201005E-03
-9.348000E-03,-40.201005E-03,-31.407035E-03
-9.284000E-03,-40.201005E-03,-8.793970E-03
-9.220000E-03,-40.201005E-03,-31.407035E-03
-9.156000E-03,-40.201005E-03,-8.793970E-03
-9.092000E-03,-40.201005E-03,-8.793970E-03
-9.028000E-03,-40.201005E-03,-71.608040E-03
-8.964000E-03,-40.201005E-03,-8.793970E-03
-8.900000E-03,-40.201005E-03,-31.407035E-03
-8.836000E-03,-40.201005E-03,-8.793970E-03
-8.772000E-03,-40.201005E-03,-8.793970E-03
-8.708000E-03,-40.201005E-03,-31.407035E-03
-8.644000E-03,-40.201005E-03,-31.407035E-03
-8.580000E-03,+0.0E+00,-40.201005E-03
-8.516000E-03,-40.201005E-03,-31.407035E-03
-8.452000E-03,-40.201005E-03,-40.201005E-03
-8.388000E-03,-40.201005E-03,-40.201005E-03
-8.324000E-03,-40.201005E-03,-8.793970E-03
-8.260000E-03,-40.201005E-03,-8.793970E-03
-8.196000E-03,-40.201005E-03,-40.201005E-03
-8.132000E-03,-40.201005E-03,-31.407035E-03
-8.068000E-03,-40.201005E-03,-8.793970E-03
-8.004000E-03,-40.201005E-03,-8.793970E-03
-7.940000E-03,-48.994974E-03,-48.994974E-03
-7.876000E-03,-48.994974E-03,-31.407035E-03
-7.812000E-03,-40.201005E-03,+0.0E+00
-7.748000E-03,-40.201005E-03,-62.814070E-03
-7.684000E-03,-71.608040E-03,-40.201005E-03
-7.620000E-03,-40.201005E-03,-8.793970E-03
-7.556000E-03,-48.994974E-03,-40.201005E-03
-7.492000E-03,-48.994974E-03,-40.201005E-03
-7.428000E-03,-40.201005E-03,-8.793970E-03
-7.364000E-03,-48.994974E-03,-8.793970E-03
-7.300000E-03,-40.201005E-03,-8.793970E-03
-7.236000E-03,-40.201005E-03,-8.793970E-03
-7.172000E-03,-40.201005E-03,-40.201005E-03
-7.108000E-03,-40.201005E-03,-40.201005E-03
-7.044000E-03,-40.201005E-03,-31.407035E-03
-6.980000E-03,-71.608040E-03,-8.793970E-03
-6.916000E-03,-40.201005E-03,-40.201005E-03
-6.852000E-03,-40.201005E-03,-40.201005E-03
-6.788000E-03,-31.407035E-03,+0.0E+00
-6.724000E-03,-48.994974E-03,-8.793970E-03
-6.660000E-03,-40.201005E-03,-40.201005E-03
-6.596000E-03,-40.201005E-03,-40.201005E-03
-6.532000E-03,-40.201005E-03,-71.608040E-03
-6.468000E-03,-40.201005E-03,-31.407035E-03
-6.404000E-03,-40.201005E-03,+0.0E+00
-6.340000E-03,-40.201005E-03,-40.201005E-03
-6.276000E-03,-40.201005E-03,-40.201005E-03
-6.212000E-03,-40.201005E-03,-40.201005E-03
-6.148000E-03,-40.201005E-03,-48.994974E-03
-6.084000E-03,-40.201005E-03,+0.0E+00
-6.020000E-03,-40.201005E-03,-8.793970E-03
-5.956000E-03,-40.201005E-03,-40.201005E-03
-5.892000E-03,-40.201005E-03,-8.793970E-03
-5.828000E-03,-40.201005E-03,-40.201005E-03
-5.764000E-03,-71.608040E-03,+0.0E+00
-5.700000E-03,-40.201005E-03,-40.201005E-03
-5.636000E-03,-40.201005E-03,-31.407035E-03
-5.572000E-03,-40.201005E-03,-40.201005E-03
-5.508000E-03,-40.201005E-03,-40.201005E-03
-5.444000E-03,-40.201005E-03,+0.0E+00
-5.380000E-03,-71.608040E-03,-40.201005E-03
-5.316000E-03,-40.201005E-03,-40.201005E-03
-5.252000E-03,-80.402009E-03,+0.0E+00
-5.188000E-03,-40.201005E-03,-31.407035E-03
-5.124000E-03,-71.608040E-03,-31.407035E-03
-5.060000E-03,-40.201005E-03,-31.407035E-03
-4.996000E-03,-31.407035E-03,-40.201005E-03
-4.932000E-03,-40.201005E-03,-31.407035E-03
-4.868000E-03,-40.201005E-03,-40.201005E-03
-4.804000E-03,-40.201005E-03,-8.793970E-03
-4.740000E-03,-40.201005E-03,-8.793970E-03
-4.676000E-03,-40.201005E-03,-40.201005E-03
-4.612000E-03,-40.201005E-03,-8.793970E-03
-4.548000E-03,-40.201005E-03,-31.407035E-03
-4.484000E-03,-40.201005E-03,-40.201005E-03
-4.420000E-03,-40.201005E-03,-40.201005E-03
-4.356000E-03,-40.201005E-03,-31.407035E-03
-4.292000E-03,-40.201005E-03,-40.201005E-03
-4.228000E-03,-40.201005E-03,-40.201005E-03
-4.164000E-03,-40.201005E-03,-8.793970E-03
-4.100000E-03,-40.201005E-03,-31.407035E-03
-4.036000E-03,-40.201005E-03,-8.793970E-03
-3.972000E-03,-71.608040E-03,-40.201005E-03
-3.908000E-03,-40.201005E-03,-40.201005E-03
-3.844000E-03,-40.201005E-03,-40.201005E-03
-3.780000E-03,-40.201005E-03,-17.587939E-03
-3.716000E-03,-40.201005E-03,-8.793970E-03
-3.652000E-03,-40.201005E-03,-40.201005E-03
-3.588000E-03,-40.201005E-03,-40.201005E-03
-3.524000E-03,-40.201005E-03,-40.201005E-03
-3.460000E-03,-40.201005E-03,-8.793970E-03
-3.396000E-03,-40.201005E-03,-40.201005E-03
-3.332000E-03,-40.201005E-03,-40.201005E-03
-3.268000E-03,-40.201005E-03,-40.201005E-03
-3.204000E-03,-40.201005E-03,-31.407035E-03
-3.140000E-03,-40.201005E-03,-40.201005E-03
